id,ident,name,name_zh,source
2814,FAMS,Morningside Farm Airport,莫宁赛德农场机场,llm:codex:deepseek-v4.1-flash
2816,FANC,Newcastle Airport,纽卡斯尔机场,llm:codex:deepseek-v4.1-flash
2823,FAPI,Pietersburg Municipal Airport,彼得斯堡市立机场,llm:codex:deepseek-v4.1-flash
2830,FAQT,Queenstown Airport,昆士敦机场,llm:codex:deepseek-v4.1-flash
2833,FARS,Robertson Airport,罗伯逊机场,llm:codex:deepseek-v4.1-flash
2834,FASB,Springbok Airport,斯普林博克机场,llm:codex:deepseek-v4.1-flash
2835,FASC,Secunda Airport,塞昆达机场,llm:codex:deepseek-v4.1-flash
2836,FASD,Saldanha/Vredenburg Airport,萨尔达尼亚/弗雷登堡机场,llm:codex:deepseek-v4.1-flash
2838,FASK,Swartkop Air Force Base,斯瓦特科普空军基地,llm:codex:deepseek-v4.1-flash
2839,FASS,Sishen Airport,锡申机场,llm:codex:deepseek-v4.1-flash
2846,FAUL,Prince Mangosuthu Buthelezi Airport,曼戈苏图·布特莱齐亲王机场,llm:codex:deepseek-v4.1-flash
2850,FAVG,Virginia Airport,弗吉尼亚机场,llm:codex:deepseek-v4.1-flash
2856,FAWK,Waterkloof Air Force Base,瓦特克鲁夫空军基地,llm:codex:deepseek-v4.1-flash
2858,FAYP,Ysterplaat Air Force Base,伊斯特普拉特空军基地,llm:codex:deepseek-v4.1-flash
2865,FBSN,Sua Pan Airport,苏阿潘机场,llm:codex:deepseek-v4.1-flash
2870,FCOU,Ouesso Airport,韦索机场,llm:codex:deepseek-v4.1-flash
2877,FHAW,RAF Ascension Island,阿森松岛皇家空军基地,llm:codex:deepseek-v4.1-flash
2880,FJDG,Naval Support Facility Diego Garcia,迪戈加西亚海军支援设施,llm:codex:deepseek-v4.1-flash
2884,FKKM,Foumban Nkounja Airport,富姆班恩昆贾机场,llm:codex:deepseek-v4.1-flash
2891,FLKE,Kasompe Airport,卡松佩机场,llm:codex:deepseek-v4.1-flash
2897,FLND,Peter Zuze Air Force Base,彼得·祖泽空军基地,llm:codex:deepseek-v4.1-flash
2898,FLSO,Southdowns Airport,基特韦机场,llm:codex:deepseek-v4.1-flash
2913,FMNA,Arrachart Airport,阿拉夏尔机场,llm:codex:deepseek-v4.1-flash
2915,FMND,Andapa Airport,安达帕机场,llm:codex:deepseek-v4.1-flash
2925,FMNW,Ambalabe Airport,安巴拉贝机场,llm:codex:deepseek-v4.1-flash
2938,FNGI,Ngjiva Pereira Airport,恩吉瓦佩雷拉机场,llm:codex:deepseek-v4.1-flash
2948,FNPA,Porto Amboim Airport,安博因港机场,llm:codex:deepseek-v4.1-flash
2953,FNUE,Luena Airport,卢埃纳机场,llm:codex:deepseek-v4.1-flash
2957,FOGK,Koulamoutou Mabimbi Airport,库拉穆图马宾比机场,llm:codex:deepseek-v4.1-flash
2958,FOGM,Mouilla Ville Airport,穆伊拉维尔机场,llm:codex:deepseek-v4.1-flash
2960,FOGQ,Okondja Airport,奥孔贾机场,llm:codex:deepseek-v4.1-flash
2964,FOOH,Omboue Hospital Airport,翁布埃医院机场,llm:codex:deepseek-v4.1-flash
2994,FSPP,Praslin Island Airport,普拉兰岛机场,llm:codex:deepseek-v4.1-flash
3000,FVBU,Joshua Mqabuko Nkomo International Airport,约书亚·姆卡布科·恩科莫国际机场,llm:codex:deepseek-v4.1-flash
3013,FVTL,Josiah Tungamirai Air Force Base,乔赛亚·通加米拉伊空军基地,llm:codex:deepseek-v4.1-flash
3027,FYKM,Katima Mulilo Airport,卡蒂马穆利洛机场,llm:codex:deepseek-v4.1-flash
3030,FYML,Mariental Airport,马林塔尔机场,llm:codex:deepseek-v4.1-flash
3041,FZAB,Ndolo Airport,恩多洛机场,llm:codex:deepseek-v4.1-flash
3053,FZJH,Matari Airport,马塔里机场,llm:codex:deepseek-v4.1-flash
3055,FZKJ,Buta Zega Airport,布塔泽加机场,llm:codex:deepseek-v4.1-flash
3062,FZSA,Kamina Air Base,卡米纳空军基地,llm:codex:deepseek-v4.1-flash
3068,GAKY,Kayes Dag Dag Airport,卡伊达格达格机场,llm:codex:deepseek-v4.1-flash
3069,GAMB,Mopti Airport,莫普提机场,llm:codex:deepseek-v4.1-flash
3085,UG22,Tbilisi Marneuli Air Base,第比利斯马尔内乌利空军基地,llm:codex:deepseek-v4.1-flash
3087,UG24,Tbilisi Soganlug Air Base,第比利斯索甘卢格空军基地,llm:codex:deepseek-v4.1-flash
3090,UG27,Vaziani Air Base,瓦济阿尼空军基地,llm:codex:deepseek-v4.1-flash
3091,UG28,Bolshiye Shiraki Air Base,大希拉基空军基地,llm:codex:deepseek-v4.1-flash
3098,GLMR,Spriggs Payne Airport,斯普里格斯·佩恩机场,llm:codex:deepseek-v4.1-flash
3105,GMFK,Moulay Ali Cherif Airport,穆莱·阿里·谢里夫机场,llm:codex:deepseek-v4.1-flash
3106,GMFM,Bassatine Airport,巴萨廷机场,llm:codex:deepseek-v4.1-flash
3123,GOGS,Cap Skirring Airport,斯基灵角机场,llm:codex:deepseek-v4.1-flash
3154,GVSN,Preguiça Airport,普雷吉萨机场,llm:codex:deepseek-v4.1-flash
3168,HAMK,Mekele Alula Aba Nega Airport,默克莱阿卢拉·阿巴·内加机场,llm:codex:deepseek-v4.1-flash
3179,HEAZ,Almaza Air Force Base,阿尔马扎空军基地,llm:codex:deepseek-v4.1-flash
3182,HEBS,Bani Sweif Air Base,贝尼苏韦夫空军基地,llm:codex:deepseek-v4.1-flash
3188,HEGR,El Jora Airport,焦拉机场,llm:codex:deepseek-v4.1-flash
3189,HEGS,Jiyanklis Air Base,吉扬克利斯空军基地,llm:codex:deepseek-v4.1-flash
3212,HKLU,Manda Airport,曼达机场,llm:codex:deepseek-v4.1-flash
3216,HKRE,Moi Air Base,莫伊空军基地,llm:codex:deepseek-v4.1-flash
3219,HLGD,Sirt International Airport / Ghardabiya Airbase,苏尔特国际机场,llm:codex:deepseek-v4.1-flash
3228,HLMB,Marsa al Brega Airport,卜雷加机场,llm:codex:deepseek-v4.1-flash
3244,HSNN,Nyala Airport,尼亚拉机场,llm:codex:deepseek-v4.1-flash
3253,HTIR,Iringa Airport,伊林加机场,llm:codex:deepseek-v4.1-flash
3258,HTPE,Pemba Airport,奔巴机场,llm:codex:deepseek-v4.1-flash
3259,HTTG,Tanga Airport,坦噶机场,llm:codex:deepseek-v4.1-flash
3312,VEHX,Hashimara Air Force Station,哈西马拉空军基地,llm:codex:deepseek-v4.1-flash
3341,VALT,Murod Kond Airport,穆罗德孔德机场,llm:codex:deepseek-v4.1-flash
3343,VO94,Campbell Bay Airport / INS Baaz,坎贝尔湾机场/巴兹海军航空站,llm:codex:deepseek-v4.1-flash
3354,OJMS,Muwaffaq Salti Air Base,穆瓦法克·萨尔蒂空军基地,llm:codex:deepseek-v4.1-flash
3364,KADW,Joint Base Andrews,安德鲁斯联合基地,llm:codex:deepseek-v4.1-flash
3391,KBAB,Beale Air Force Base,比尔空军基地,llm:codex:deepseek-v4.1-flash
3392,KBAD,Barksdale Air Force Base,巴克斯代尔空军基地,llm:codex:deepseek-v4.1-flash
3393,KBAF,Westfield-Barnes Regional Airport,韦斯特菲尔德-巴恩斯地区机场,llm:codex:deepseek-v4.1-flash
3400,KBFF,Western Neb. Rgnl/William B. Heilig Airport,内布拉斯加西部地区机场/威廉·B·海利格机场,llm:codex:deepseek-v4.1-flash
3407,KBIF,Biggs Army Air Field (Fort Bliss),比格斯陆军机场（布利斯堡）,llm:codex:deepseek-v4.1-flash
3410,KBIX,Keesler Air Force Base,基斯勒空军基地,llm:codex:deepseek-v4.1-flash
3413,KBKF,Buckley Space Force Base,巴克利太空军基地,llm:codex:deepseek-v4.1-flash
3414,KBKL,Burke Lakefront Airport,伯克湖畔机场,llm:codex:deepseek-v4.1-flash
3427,KBTL,Battle Creek Executive Airport at Kellogg Field,巴特尔克里克行政机场（凯洛格机场）,llm:codex:deepseek-v4.1-flash
3428,KBTM,Bert Mooney Airport,伯特·穆尼机场,llm:codex:deepseek-v4.1-flash
3441,KCBM,Columbus Air Force Base,哥伦布空军基地,llm:codex:deepseek-v4.1-flash
3444,KCEF,Westover Metropolitan Airport / Westover Air Reserve Base,韦斯托弗大都会机场/韦斯托弗空军预备役基地,llm:codex:deepseek-v4.1-flash
3445,KCEW,Bob Sikes Airport,鲍勃·赛克斯机场,llm:codex:deepseek-v4.1-flash
3455,KCLL,Easterwood Field,伊斯特伍德机场,llm:codex:deepseek-v4.1-flash
3456,KCLM,William R Fairchild International Airport,威廉·R·费尔柴尔德国际机场,llm:codex:deepseek-v4.1-flash
3461,KCNM,Cavern City Air Terminal,卡弗恩城机场,llm:codex:deepseek-v4.1-flash
3469,KCSV,Crossville Memorial Airport Whitson Field,克罗斯维尔纪念机场（惠特森机场）,llm:codex:deepseek-v4.1-flash
3473,KCVS,Cannon Air Force Base,坎农空军基地,llm:codex:deepseek-v4.1-flash
3477,KDAA,Davison Army Air Field,戴维森陆军机场,llm:codex:deepseek-v4.1-flash
3490,KDLF,Laughlin Air Force Base,劳克林空军基地,llm:codex:deepseek-v4.1-flash
3492,KDMA,Davis Monthan Air Force Base,戴维斯-蒙森空军基地,llm:codex:deepseek-v4.1-flash
3494,KDOV,Dover Civil Air Terminal/Dover Air Force Base,多佛民用航空站/多佛空军基地,llm:codex:deepseek-v4.1-flash
3499,KDYS,Dyess Air Force Base,戴斯空军基地,llm:codex:deepseek-v4.1-flash
3503,KEDW,Edwards Air Force Base,爱德华兹空军基地,llm:codex:deepseek-v4.1-flash
3504,KEEN,Dillant Hopkins Airport,迪兰特-霍普金斯机场,llm:codex:deepseek-v4.1-flash
3507,KEKN,Elkins-Randolph County Regional Airport,埃尔金斯-伦道夫县地区机场,llm:codex:deepseek-v4.1-flash
3509,KELD,South Arkansas Regional Airport at Goodwin Field,南阿肯色地区机场（古德温机场）,llm:codex:deepseek-v4.1-flash
3511,KELO,Ely Municipal Airport,伊利市政机场,llm:codex:deepseek-v4.1-flash
3513,KEND,Vance Air Force Base,万斯空军基地,llm:codex:deepseek-v4.1-flash
3515,KERI,Erie International Tom Ridge Field,伊利国际机场（汤姆·里奇机场）,llm:codex:deepseek-v4.1-flash
3516,KESF,Esler Army Airfield / Esler Regional Airport,埃斯勒陆军机场/埃斯勒地区机场,llm:codex:deepseek-v4.1-flash
3526,KFBG,Simmons Army Air Field,西蒙斯陆军机场,llm:codex:deepseek-v4.1-flash
3528,KFFO,Wright-Patterson Air Force Base,赖特-帕特森空军基地,llm:codex:deepseek-v4.1-flash
3529,KFHU,Sierra Vista Municipal Airport / Libby Army Air Field,谢拉维斯塔市政机场/利比陆军机场,llm:codex:deepseek-v4.1-flash
3530,KFLG,Flagstaff Pulliam Airport,弗拉格斯塔夫·普利亚姆机场,llm:codex:deepseek-v4.1-flash
3538,KFPR,Treasure Coast International Airport,珍宝海岸国际机场,llm:codex:deepseek-v4.1-flash
3542,KFSI,Henry Post Army Air Field,亨利·波斯特陆军机场,llm:codex:deepseek-v4.1-flash
3544,KFTK,Godman Army Air Field,戈德曼陆军机场,llm:codex:deepseek-v4.1-flash
3545,KFTW,Fort Worth Meacham International Airport,沃思堡米查姆国际机场,llm:codex:deepseek-v4.1-flash
3548,KFYV,Drake Field,德雷克机场,llm:codex:deepseek-v4.1-flash
3554,KGFL,Floyd Bennett Memorial Airport,弗洛伊德·贝内特纪念机场,llm:codex:deepseek-v4.1-flash
3558,KGLS,Scholes International At Galveston Airport,加尔维斯顿斯科尔斯国际机场,llm:codex:deepseek-v4.1-flash
3564,KGRI,Central Nebraska Regional Airport,内布拉斯加中部地区机场,llm:codex:deepseek-v4.1-flash
3567,KGSB,Seymour Johnson Air Force Base,西摩·约翰逊空军基地,llm:codex:deepseek-v4.1-flash
3570,KGTB,Wheeler Sack Army Air Field,惠勒-萨克陆军机场,llm:codex:deepseek-v4.1-flash
3572,KGUP,Gallup Municipal Airport,盖洛普市政机场,llm:codex:deepseek-v4.1-flash
3573,KGUS,Grissom Air Reserve Base,格里索姆空军预备役基地,llm:codex:deepseek-v4.1-flash
3574,KGWO,Greenwood–Leflore Airport,格林伍德-勒弗洛尔机场,llm:codex:deepseek-v4.1-flash
3580,KHIF,Hill Air Force Base,希尔空军基地,llm:codex:deepseek-v4.1-flash
3584,KHMN,Holloman Air Force Base,霍洛曼空军基地,llm:codex:deepseek-v4.1-flash
3585,KHON,Huron Regional Airport,休伦地区机场,llm:codex:deepseek-v4.1-flash
3587,KHOT,Memorial Field Airport,温泉城纪念机场,llm:codex:deepseek-v4.1-flash
3590,KHQM,Bowerman Airport,鲍尔曼机场,llm:codex:deepseek-v4.1-flash
3592,KHRO,Boone County Airport,布恩县机场,llm:codex:deepseek-v4.1-flash
3593,KHST,Homestead Air Reserve Base,霍姆斯特德空军预备基地,llm:codex:deepseek-v4.1-flash
3595,KHTS,Tri-State Airport / Milton J. Ferguson Field,三州机场/米尔顿·J·弗格森机场,llm:codex:deepseek-v4.1-flash
3596,KHUA,Redstone Army Air Field,红石陆军机场,llm:codex:deepseek-v4.1-flash
3601,KIAB,McConnell Air Force Base,麦康奈尔空军基地,llm:codex:deepseek-v4.1-flash
3607,KIKK,Greater Kankakee Airport,大坎卡基机场,llm:codex:deepseek-v4.1-flash
3611,KINK,Winkler County Airport,温克勒县机场,llm:codex:deepseek-v4.1-flash
3612,KINL,Falls International Airport,国际瀑布城国际机场,llm:codex:deepseek-v4.1-flash
3613,KINT,Smith Reynolds Airport,史密斯·雷诺兹机场,llm:codex:deepseek-v4.1-flash
3621,KJBR,Jonesboro Municipal Airport,琼斯伯勒市政机场,llm:codex:deepseek-v4.1-flash
3626,KJXN,Jackson County Airport/Reynolds Field,杰克逊县机场/雷诺兹机场,llm:codex:deepseek-v4.1-flash
3634,KLBE,Arnold Palmer Regional Airport,阿诺德·帕尔默地区机场,llm:codex:deepseek-v4.1-flash
3636,KLBL,Liberal Mid-America Regional Airport,利伯勒尔中美洲地区机场,llm:codex:deepseek-v4.1-flash
3639,KLEB,Lebanon Municipal Airport,黎巴嫩市政机场,llm:codex:deepseek-v4.1-flash
3641,KLFI,Langley Air Force Base,兰利空军基地,llm:codex:deepseek-v4.1-flash
3646,KLMT,Crater Lake-Klamath Regional Airport,火山口湖-克拉马斯地区机场,llm:codex:deepseek-v4.1-flash
3650,KLOZ,London-Corbin Airport/Magee Field,伦敦-科尔宾机场/马吉机场,llm:codex:deepseek-v4.1-flash
3652,KLRF,Little Rock Air Force Base,小石城空军基地,llm:codex:deepseek-v4.1-flash
3655,KLSF,Lawson Army Air Field,劳森陆军机场,llm:codex:deepseek-v4.1-flash
3656,KLSV,Nellis Air Force Base,内利斯空军基地,llm:codex:deepseek-v4.1-flash
3657,KLTS,Altus Air Force Base,阿尔特斯空军基地,llm:codex:deepseek-v4.1-flash
3658,KLUF,Luke Air Force Base,卢克空军基地,llm:codex:deepseek-v4.1-flash
3659,KLUK,Cincinnati Municipal Airport Lunken Field,辛辛那提市政机场伦肯机场,llm:codex:deepseek-v4.1-flash
3660,KLWM,Lawrence Municipal Airport,劳伦斯市政机场,llm:codex:deepseek-v4.1-flash
3661,KLWT,Lewistown Municipal Airport,刘易斯敦市政机场,llm:codex:deepseek-v4.1-flash
3664,KMBS,MBS International Airport,MBS国际机场,llm:codex:deepseek-v4.1-flash
3665,KMCB,McComb-Pike County Airport / John E Lewis Field,麦库姆-派克县机场/约翰·E·刘易斯机场,llm:codex:deepseek-v4.1-flash
3671,KMDH,Southern Illinois Airport,南伊利诺伊机场,llm:codex:deepseek-v4.1-flash
3676,KMER,Castle Airport,卡斯尔机场,llm:codex:deepseek-v4.1-flash
3680,KMGE,Dobbins Air Reserve Base,多宾斯空军预备基地,llm:codex:deepseek-v4.1-flash
3687,KMIE,Delaware County Johnson Field,特拉华县约翰逊机场,llm:codex:deepseek-v4.1-flash
3688,KMIV,Millville Municipal Airport,米尔维尔市政机场,llm:codex:deepseek-v4.1-flash
3692,KMKL,McKellar-Sipes Regional Airport,麦凯勒-赛普斯地区机场,llm:codex:deepseek-v4.1-flash
3694,KMLC,Mc Alester Regional Airport,麦卡莱斯特地区机场,llm:codex:deepseek-v4.1-flash
3696,KMLS,Miles City Airport - Frank Wiley Field,迈尔斯城机场-弗兰克·威利机场,llm:codex:deepseek-v4.1-flash
3698,KMMU,Morristown Municipal Airport,莫里斯敦市政机场,llm:codex:deepseek-v4.1-flash
3699,KMMV,McMinnville Municipal Airport,麦克明维尔市政机场,llm:codex:deepseek-v4.1-flash
3701,KMOD,Modesto City Co-Harry Sham Field,莫德斯托市县机场（哈里·沙姆机场）,llm:codex:deepseek-v4.1-flash
3704,KMRB,Eastern WV Regional Airport/Shepherd Field,西弗吉尼亚东部地区机场/谢泼德机场,llm:codex:deepseek-v4.1-flash
3710,KMSS,Massena International Airport Richards Field,马塞纳国际机场（理查兹机场）,llm:codex:deepseek-v4.1-flash
3714,KMUI,Muir Army Air Field (Fort Indiantown Gap) Airport,缪尔陆军机场（印第安敦峡堡）,llm:codex:deepseek-v4.1-flash
3715,KMUO,Mountain Home Air Force Base,芒廷霍姆空军基地,llm:codex:deepseek-v4.1-flash
3718,KMYV,Yuba County Airport,尤巴县机场,llm:codex:deepseek-v4.1-flash
3719,KNBC,Beaufort MCAS - Merritt Field,博福特海军陆战队航空站-梅里特机场,llm:codex:deepseek-v4.1-flash
3722,KNEL,Lakehurst Maxfield Field Airport,莱克赫斯特马克斯菲尔德机场,llm:codex:deepseek-v4.1-flash
3724,KNFG,Camp Pendleton MCAS (Munn Field) Airport,彭德尔顿营海军陆战队航空站（芒恩机场）,llm:codex:deepseek-v4.1-flash
3725,KNFL,Fallon Naval Air Station,法伦海军航空站,llm:codex:deepseek-v4.1-flash
3726,KNGP,Naval Air Station Corpus Christi Truax Field,科珀斯克里斯蒂海军航空站特鲁阿克斯机场,llm:codex:deepseek-v4.1-flash
3727,KNGU,Norfolk Naval Station (Chambers Field),诺福克海军基地（钱伯斯机场）,llm:codex:deepseek-v4.1-flash
3728,KNHK,Patuxent River Naval Air Station (Trapnell Field),帕塔克森特河海军航空站（特拉普内尔机场）,llm:codex:deepseek-v4.1-flash
3729,KBXM,Brunswick Executive Airport,布伦瑞克行政机场,llm:codex:deepseek-v4.1-flash
3732,KNKT,Cherry Point MCAS / Cunningham Field/,切里波因特海军陆战队航空站/坎宁安机场,llm:codex:deepseek-v4.1-flash
3733,KNKX,Miramar Marine Corps Air Station - Mitscher Field,米拉马尔海军陆战队航空站-米切尔机场,llm:codex:deepseek-v4.1-flash
3734,KNMM,Naval Air Station Meridian / McCain Field,默里迪恩海军航空站/麦凯恩机场,llm:codex:deepseek-v4.1-flash
3735,KNPA,Naval Air Station Pensacola Forrest Sherman Field,彭萨科拉海军航空站福雷斯特·谢尔曼机场,llm:codex:deepseek-v4.1-flash
3736,KNQA,Millington-Memphis Airport,米灵顿-孟菲斯机场,llm:codex:deepseek-v4.1-flash
3737,KNQI,Kingsville Naval Air Station,金斯维尔海军航空站,llm:codex:deepseek-v4.1-flash
3738,KNQX,Naval Air Station Key West/Boca Chica Field,基韦斯特海军航空站/博卡奇卡机场,llm:codex:deepseek-v4.1-flash
3739,KNTD,Point Mugu Naval Air Station (Naval Base Ventura Co),穆古角海军航空站（文图拉县海军基地）,llm:codex:deepseek-v4.1-flash
3740,KNTU,Oceana Naval Air Station,奥希阿纳海军航空站,llm:codex:deepseek-v4.1-flash
3741,KNUQ,Moffett Federal Airfield,莫菲特联邦机场,llm:codex:deepseek-v4.1-flash
3743,KNZY,North Island Naval Air Station-Halsey Field,北岛海军航空站-哈尔西机场,llm:codex:deepseek-v4.1-flash
3745,KOFF,Offutt Air Force Base,奥法特空军基地,llm:codex:deepseek-v4.1-flash
3746,KOGD,Ogden Hinckley Airport,奥格登·欣克利机场,llm:codex:deepseek-v4.1-flash
3750,KOLU,Columbus Municipal Airport,哥伦布市政机场,llm:codex:deepseek-v4.1-flash
3753,KOQU,Quonset State Airport,匡塞特州立机场,llm:codex:deepseek-v4.1-flash
3757,KOSH,Wittman Regional Airport,维特曼地区机场,llm:codex:deepseek-v4.1-flash
3760,KOTM,Ottumwa Regional Airport,奥塔姆瓦地区机场,llm:codex:deepseek-v4.1-flash
3761,KOWB,Owensboro Daviess County Airport,欧文斯伯勒-戴维斯县机场,llm:codex:deepseek-v4.1-flash
3762,KOZR,Cairns AAF (Fort Rucker) Air Field,凯恩斯陆军机场（拉克堡）,llm:codex:deepseek-v4.1-flash
3764,KPAH,Barkley Regional Airport,巴克利地区机场,llm:codex:deepseek-v4.1-flash
3765,KPAM,Tyndall Air Force Base,廷德尔空军基地,llm:codex:deepseek-v4.1-flash
3767,KPDK,DeKalb Peachtree Airport,迪卡尔布-桃树机场,llm:codex:deepseek-v4.1-flash
3774,KPIB,Hattiesburg Laurel Regional Airport,哈蒂斯堡-劳雷尔地区机场,llm:codex:deepseek-v4.1-flash
3781,KPLN,Pellston Regional Airport of Emmet County Airport,佩尔斯顿地区机场（埃米特县机场）,llm:codex:deepseek-v4.1-flash
3784,KPOB,Pope Field,波普机场,llm:codex:deepseek-v4.1-flash
3785,KPOE,Polk Army Air Field,波尔克陆军机场,llm:codex:deepseek-v4.1-flash
3786,KPOU,Dutchess County Airport,达奇斯县机场,llm:codex:deepseek-v4.1-flash
3790,KPRX,Cox Field,考克斯机场,llm:codex:deepseek-v4.1-flash
3793,KPTK,Oakland County International Airport,奥克兰县国际机场,llm:codex:deepseek-v4.1-flash
3837,KRAL,Riverside Municipal Airport,里弗赛德市政机场,llm:codex:deepseek-v4.1-flash
3839,KRBL,Red Bluff Municipal Airport,雷德布拉夫市政机场,llm:codex:deepseek-v4.1-flash
3840,KRCA,Ellsworth Air Force Base,埃尔斯沃思空军基地,llm:codex:deepseek-v4.1-flash
3846,KRHI,Rhinelander Oneida County Airport,莱茵兰德-奥奈达县机场,llm:codex:deepseek-v4.1-flash
3850,KRKS,Southwest Wyoming Regional Airport,怀俄明西南地区机场,llm:codex:deepseek-v4.1-flash
3851,KRMG,Richard B Russell Airport,理查德·B·拉塞尔机场,llm:codex:deepseek-v4.1-flash
3852,KRND,Randolph Air Force Base,伦道夫空军基地,llm:codex:deepseek-v4.1-flash
3859,KRUT,Rutland - Southern Vermont Regional Airport,拉特兰-南佛蒙特地区机场,llm:codex:deepseek-v4.1-flash
3860,KRWI,Rocky Mount Wilson Regional Airport,落基山城-威尔逊地区机场,llm:codex:deepseek-v4.1-flash
3865,KSAW,Marquette Sawyer Regional Airport,马凯特-索耶地区机场,llm:codex:deepseek-v4.1-flash
3874,KSDM,Brown Field Municipal Airport,布朗市政机场,llm:codex:deepseek-v4.1-flash
3877,KSFF,Felts Field,费尔茨机场,llm:codex:deepseek-v4.1-flash
3881,KSHR,Sheridan County Airport,谢里登县机场,llm:codex:deepseek-v4.1-flash
3885,KSKA,Fairchild Air Force Base,费尔柴尔德空军基地,llm:codex:deepseek-v4.1-flash
3886,KSKF,Lackland Air Force Base,拉克兰空军基地,llm:codex:deepseek-v4.1-flash
3888,KSLE,Salem-Willamette Valley Airport/McNary Field,塞勒姆-威拉米特谷机场/麦克纳里机场,llm:codex:deepseek-v4.1-flash
3889,KSLI,Los Alamitos Army Air Field,洛斯阿拉米托斯陆军机场,llm:codex:deepseek-v4.1-flash
3890,KSLK,Adirondack Regional Airport,阿迪朗达克地区机场,llm:codex:deepseek-v4.1-flash
3895,KSNS,Salinas Municipal Airport,萨利纳斯市政机场,llm:codex:deepseek-v4.1-flash
3897,KSPI,Abraham Lincoln Capital Airport,亚伯拉罕·林肯首府机场,llm:codex:deepseek-v4.1-flash
3900,KSRR,Sierra Blanca Regional Airport,谢拉布兰卡地区机场,llm:codex:deepseek-v4.1-flash
3901,KSSC,Shaw Air Force Base,肖空军基地,llm:codex:deepseek-v4.1-flash
3904,KSTJ,Rosecrans Memorial Airport,罗斯克兰斯纪念机场,llm:codex:deepseek-v4.1-flash
3906,KSTP,Saint Paul Downtown Holman Field,圣保罗市中心霍尔曼机场,llm:codex:deepseek-v4.1-flash
3907,KSUS,Spirit of St Louis Airport,圣路易斯精神机场,llm:codex:deepseek-v4.1-flash
3908,KSUU,Travis Air Force Base,特拉维斯空军基地,llm:codex:deepseek-v4.1-flash
3910,KSVN,Hunter Army Air Field,亨特陆军机场,llm:codex:deepseek-v4.1-flash
3912,KSWO,Stillwater Regional Airport,斯蒂尔沃特地区机场,llm:codex:deepseek-v4.1-flash
3914,KSZL,Whiteman Air Force Base,怀特曼空军基地,llm:codex:deepseek-v4.1-flash
3915,KTBN,Waynesville-St. Robert Regional Airport-Forney Field,韦恩斯维尔-圣罗伯特地区机场-福尼机场,llm:codex:deepseek-v4.1-flash
3918,KTCM,McChord Air Force Base,麦科德空军基地,llm:codex:deepseek-v4.1-flash
3919,KTCS,Truth or Consequences Municipal Airport,特鲁斯或康西昆西斯市政机场,llm:codex:deepseek-v4.1-flash
3921,KTIK,Tinker Air Force Base,廷克空军基地,llm:codex:deepseek-v4.1-flash
3922,KTIW,Tacoma Narrows Airport,塔科马海峡机场,llm:codex:deepseek-v4.1-flash
3923,KTIX,Space Coast Regional Airport,太空海岸地区机场,llm:codex:deepseek-v4.1-flash
3927,KTPL,Draughon Miller Central Texas Regional Airport,德劳恩-米勒中得克萨斯地区机场,llm:codex:deepseek-v4.1-flash
3934,KTVL,Lake Tahoe Airport,太浩湖机场,llm:codex:deepseek-v4.1-flash
3935,KTWF,Joslin Field Magic Valley Regional Airport,乔斯林机场-魔谷地区机场,llm:codex:deepseek-v4.1-flash
3941,KUKI,Ukiah Municipal Airport,尤凯亚市政机场,llm:codex:deepseek-v4.1-flash
3942,KUOX,University Oxford Airport,大学-牛津机场,llm:codex:deepseek-v4.1-flash
3943,KVAD,Moody Air Force Base,穆迪空军基地,llm:codex:deepseek-v4.1-flash
3944,KVBG,Vandenberg Space Force Base,范登堡太空军基地,llm:codex:deepseek-v4.1-flash
3947,KVOK,Volk Field,沃尔克机场,llm:codex:deepseek-v4.1-flash
3949,KVPZ,Porter County Municipal Airport,波特县市政机场,llm:codex:deepseek-v4.1-flash
3951,KWRB,Robins Air Force Base,罗宾斯空军基地,llm:codex:deepseek-v4.1-flash
3952,KWRI,Mc Guire Air Force Base,麦圭尔空军基地,llm:codex:deepseek-v4.1-flash
3953,KWRL,Worland Municipal Airport,沃兰市政机场,llm:codex:deepseek-v4.1-flash
3954,KWWD,Cape May County Airport,开普梅县机场,llm:codex:deepseek-v4.1-flash
3955,KWYS,Yellowstone Airport,黄石机场,llm:codex:deepseek-v4.1-flash
3956,KXMR,Cape Canaveral SFS Skid Strip,卡纳维拉尔角太空军基地滑行道,llm:codex:deepseek-v4.1-flash
3961,KNYL,Yuma International Airport / Marine Corps Air Station Yuma,尤马国际机场/尤马海军陆战队航空站,llm:codex:deepseek-v4.1-flash
3982,LCRA,RAF Akrotiri,阿克罗蒂里皇家空军基地,llm:codex:deepseek-v4.1-flash
3995,HR-0034,Udbina Airfield,乌德比纳机场,llm:codex:deepseek-v4.1-flash
4000,LEBA,Córdoba Airport,科尔多瓦机场,llm:codex:deepseek-v4.1-flash
4009,LEGA,Armilla Air Base,阿米利亚空军基地,llm:codex:deepseek-v4.1-flash
4022,LEMO,Moron Air Base,莫龙空军基地,llm:codex:deepseek-v4.1-flash
4032,LERT,Rota Naval Station Airport,罗塔海军基地机场,llm:codex:deepseek-v4.1-flash
4039,LESU,Pirineus - la Seu d'Urgel Airport,比利牛斯-拉塞乌杜尔赫尔机场,llm:codex:deepseek-v4.1-flash
4050,LFAC,Calais Marck Airport,加来-马克机场,llm:codex:deepseek-v4.1-flash
